InstitutionType,InstructorID_Pre,InstructorID_Post,StudentID,Q1FUS,Q2FUS,Q3FUS_Yes,Q3FUS_No,Q4FUS_A,Q4FUS_B,Q4FUS_C,Q4FUS_D,Q4FUS_F,Q5FUS_NeverIntended,Q5FUS_Time,Q5FUS_Grade,Q5FUS_Understand,Q5FUS_Major,Q5FUS_Experience,Q5FUS_OtherCourses,Q6FUS_1,Q6FUS_2,Q6FUS_3,Q6FUS_4,Q7FUS
2,260,260,13607, , , , , , , , , , , , , , , , , , , , , 
2,260,260,13608, , , , , , , , , , , , , , , , , , , , , 
2,260,260,13609, , , , , , , , , , , , , , , , , , , , , 
2,260,260,13610, , , , , , , , , , , , , , , , , , , , , 
2,260,260,13611, , , , , , , , , , , , , , , , , , , , , 
2,260,260,13612, , , , , , , , , , , , , , , , , , , , , 
2,260,260,13613, , , , , , , , , , , , , , , , , , , , , 
2,260, ,20848, , , , , , , , , , , , , , , , , , , , , 
2,260, ,20849, , , , , , , , , , , , , , , , , , , , , 
2,260, ,20850, , , , , , , , , , , , , , , , , , , , , 
2,260, ,20851, , , , , , , , , , , , , , , , , , , , , 
2,260, ,20852, , , , , , , , , , , , , , , , , , , , , 
2,260, ,20853, , , , , , , , , , , , , , , , , , , , , 
2, ,260,23059, , , , , , , , , , , , , , , , , , , , , 
2, ,260,25139, , , , , , , , , , , , , , , , , , , , , 
2, ,260,25140, , , , , , , , , , , , , , , , , , , , , 
1,267, ,16213, , , , , , , , , , , , , , , , , , , , , 
1,267, ,16214, , , , , , , , , , , , , , , , , , , , , 
1,267, ,16215, , , , , , , , , , , , , , , , , , , , , 
1,267, ,16216, , , , , , , , , , , , , , , , , , , , , 
1,267, ,16217, , , , , , , , , , , , , , , , , , , , , 
1,267, ,16218, , , , , , , , , , , , , , , , , , , , , 
1,267, ,16219, , , , , , , , , , , , , , , , , , , , , 
1,267, ,16220, , , , , , , , , , , , , , , , , , , , , 
1,267, ,16221, , , , , , , , , , , , , , , , , , , , , 
1,267, ,16222, , , , , , , , , , , , , , , , , , , , , 
1,267, ,16223, , , , , , , , , , , , , , , , , , , , , 
1,267, ,16224, , , , , , , , , , , , , , , , , , , , , 
1,267, ,16225, , , , , , , , , , , , , , , , , , , , , 
1,267, ,16226, , , , , , , , , , , , , , , , , , , , , 
1, ,273,21496, , , , , , , , , , , , , , , , , , , , , 
 , ,273,21497, , , , , , , , , , , , , , , , , , , , , 
1, ,273,21498, , , , , , , , , , , , , , , , , , , , , 
1, ,273,21499, , , , , , , , , , , , , , , , , , , , , 
1, ,273,21500, , , , , , , , , , , , , , , , , , , , , 
1, ,273,21501, , , , , , , , , , , , , , , , , , , , , 
1, ,273,21502, , , , , , , , , , , , , , , , , , , , , 
1, ,273,24505, , , , , , , , , , , , , , , , , , , , , 
4,279,279,10136,1,A,Yes, , ,B, , , , , , , , , , , ,Disagree, , ,Pre-Medcial Study requirements
4,279,279,10137,15,A, ,No, , , , , , ,"To do well in Calculus II, I would need to spend more time and effort than I can afford.", , , , ,I have too many other courses I need to complete., , , , , 
4,279,279,10138, , , , , , , , , , , , , , , , , , , , , 
4,279,279,10139, , , , , , , , , , , , , , , , , , , , , 
4,279,279,10140,12,B, ,No, , , , , ,I never intended to take Calculus II., , , , , , , , , , , 
4,279,279,10141,11,A, ,No, , , , , ,I never intended to take Calculus II.,"To do well in Calculus II, I would need to spend more time and effort than I can afford.", , , , , , , , , ,"I didn't want to take calculus because in order to understand it I had to study my notes for a long time. I had trouble understanding concepts right when the teacher said them, especially ones I had never been introduced to before."
4,279,279,10143, , , , , , , , , , , , , , , , , , , , , 
4,279,279,10144, , , , , , , , , , , , , , , , , , , , , 
4,279,279,10145, , , , , , , , , , , , , , , , , , , , , 
4,279,279,10146, , , , , , , , , , , , , , , , , , , , , 
4,279,279,10149, , , , , , , , , , , , , , , , , , , , , 
4,279,279,10150, , , , , , , , , , , , , , , , , , , , , 
4,279,279,10152, , , , , , , , , , , , , , , , , , , , , 
4,279,279,10153, , , , , , , , , , , , , , , , , , , , , 
4,279,279,10154, , , , , , , , , , , , , , , , , , , , , 
4,279,279,10155, , , , , , , , , , , , , , , , , , , , , 
4,279,279,10156, , , , , , , , , , , , , , , , , , , , , 
4,279,279,10157, , , , , , , , , , , , , , , , , , , , , 
4,279,279,10158,3,B,Yes, , , ,C, , , , , , , , , , ,Disagree, , ,not really a math person took what was required for my bio major
4,279,279,10160, , , , , , , , , , , , , , , , , , , , , 
4,279,279,10162, , , , , , , , , , , , , , , , , , , , , 
4,279,279,10163, , , , , , , , , , , , , , , , , , , , , 
4,279,279,10165, , , , , , , , , , , , , , , , , , , , , 
4,279,279,10166, , , , , , , , , , , , , , , , , , , , , 
4,279,279,10167, , , , , , , , , , , , , , , , , , , , , 
4,279,279,10168, , , , , , , , , , , , , , , , , , , , , 
4,279,279,10169,11,B, ,No, , , , , ,I never intended to take Calculus II., , , , , , , , , , , 
4,279,279,10170, , , , , , , , , , , , , , , , , , , , , 
4,279, ,13969, , , , , , , , , , , , , , , , , , , , , 
4,279, ,13970, , , , , , , , , , , , , , , , , , , , , 
4,279, ,13971, , , , , , , , , , , , , , , , , , , , , 
4,279, ,13972, , , , , , , , , , , , , , , , , , , , , 
4,279, ,13973, , , , , , , , , , , , , , , , , , , , , 
4,279, ,13974, , , , , , , , , , , , , , , , , , , , , 
4,279, ,13977, , , , , , , , , , , , , , , , , , , , , 
4,279, ,13979, , , , , , , , , , , , , , , , , , , , , 
4,279, ,13980, , , , , , , , , , , , , , , , , , , , , 
4,279, ,13982, , , , , , , , , , , , , , , , , , , , , 
4,279, ,13983, , , , , , , , , , , , , , , , , , , , , 
4,279, ,13984, , , , , , , , , , , , , , , , , , , , , 
4,279, ,13986, , , , , , , , , , , , , , , , , , , , , 
4,279, ,13988,11,A, ,No, , , , , , , , , ,I changed my major and now do not need to take Calculus II., , , ,Disagree, , ,"In High School, I had an extremely amazing Calc professor. Coming to college and taking calc was a lot easier for me, but I don't know how well I would have done if I had taken the course for the first time here at college. It is very hard at times to learn Calculus in such a quick manner."
4,279, ,13992, , , , , , , , , , , , , , , , , , , , , 
4,279, ,13993, , , , , , , , , , , , , , , , , , , , , 
4,279, ,13996, , , , , , , , , , , , , , , , , , , , , 
4,279, ,13997, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14000, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14002, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14010, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14011, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14017, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14018, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14021, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14024, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14025, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14029, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14030, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14033, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14038, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14040, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14042, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14044, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14047, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14048, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14051, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14052, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14054, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14055, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14057, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14067, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14068, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14074, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14077, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14080, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14082, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14084, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14085, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14088, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14091, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14094,13,C, ,No, , , , , ,I never intended to take Calculus II., ,My grade in Calculus I was not good enough for me to continue to Calculus II., , , , , , , , ,"The majority of the new material we had to learn we really had to teach ourselves how to do it. This part wasn't too hard because most of the homework and class problems we had were fairly easy. However, the exam questions were at a different degree of difficulty than work assigned in class. It is because of this experience I decided to change my major and not continue to take calculus. I feared I would encounter similar experiences in other classes."
4,279, ,14097, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14099, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14101, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14103, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14109, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14113, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14120, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14122, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14123, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14124, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14125, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14127, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14129, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14130, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14133, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14134, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14145, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14147, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14149, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14150, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14151, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14152, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14153, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14157, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14158, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14159, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14160, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14161, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14162, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14163,1,A,Yes, ,A, , , , , , , , , , , ,Agree, , , ,"I took Calc. II the following semester and got an A as well. I think the best thing for a teacher to do is to explain the concepts behind the formulas: this helps the student to start thinking in a logical manner. This, in turn, benefits those of us who do not intend to become mathematicians, but can use the mindset learned in Calculus and apply it to Chemistry, Physics, Biology, etc. That was one of the biggest benefits I received from the course."
4,279, ,14167, , , , , , , , , , , , , , , , , , , , , 
4,279, ,14168, , , , , , , , , , , , , , , , , , , , , 
4, ,279,21081, , , , , , , , , , , , , , , , , , , , , 
4, ,279,21082, , , , , , , , , , , , , , , , , , , , , 
4, ,279,21083, , , , , , , , , , , , , , , , , , , , , 
4, ,279,21084, , , , , , , , , , , , , , , , , , , , , 
4, ,279,21085, , , , , , , , , , , , , , , , , , , , , 
4, ,279,21086,12,B, ,No, , , , , ,I never intended to take Calculus II., , , , , , , , , , ,I had a good teacher and easily understood the material.
4, ,279,21087, , , , , , , , , , , , , , , , , , , , , 
4, ,279,21089, , , , , , , , , , , , , , , , , , , , , 
4, ,279,21090, , , , , , , , , , , , , , , , , , , , , 
4, ,279,21092, , , , , , , , , , , , , , , , , , , , , 
4, ,279,21093, , , , , , , , , , , , , , , , , , , , , 
4, ,279,21094, , , , , , , , , , , , , , , , , , , , , 
4, ,279,21096, , , , , , , , , , , , , , , , , , , , , 
4, ,279,21097, , , , , , , , , , , , , , , , , , , , , 
4,279, ,23150, , , , , , , , , , , , , , , , , , , , , 
4,279, ,23151, , , , , , , , , , , , , , , , , , , , , 
4,279, ,23152, , , , , , , , , , , , , , , , , , , , , 
4,279, ,23153, , , , , , , , , , , , , , , , , , , , , 
4,279, ,23154, , , , , , , , , , , , , , , , , , , , , 
4,279, ,23155, , , , , , , , , , , , , , , , , , , , , 
4,279, ,23156, , , , , , , , , , , , , , , , , , , , , 
4,279, ,23157, , , , , , , , , , , , , , , , , , , , , 
4,279, ,23158, , , , , , , , , , , , , , , , , , , , , 
4,279, ,23159, , , , , , , , , , , , , , , , , , , , , 
4,279, ,23160, , , , , , , , , , , , , , , , , , , , , 
4,279, ,23161, , , , , , , , , , , , , , , , , , , , , 
4,279, ,23162, , , , , , , , , , , , , , , , , , , , , 
4,279, ,23163, , , , , , , , , , , , , , , , , , , , , 
4,279, ,23164, , , , , , , , , , , , , , , , , , , , , 
4,279, ,23165, , , , , , , , , , , , , , , , , , , , , 
4,279, ,23166, , , , , , , , , , , , , , , , , , , , , 
4,279, ,23167, , , , , , , , , , , , , , , , , , , , , 
4,279, ,23168, , , , , , , , , , , , , , , , , , , , , 
4, ,279,24306, , , , , , , , , , , , , , , , , , , , , 
4, ,279,24307, , , , , , , , , , , , , , , , , , , , , 
4, ,279,24308, , , , , , , , , , , , , , , , , , , , , 
4, ,279,24309, , , , , , , , , , , , , , , , , , , , , 
4, ,279,24310, , , , , , , , , , , , , , , , , , , , , 
4, ,279,24311, , , , , , , , , , , , , , , , , , , , , 
4, ,279,24312, , , , , , , , , , , , , , , , , , , , , 
4, ,279,24313, , , , , , , , , , , , , , , , , , , , , 
4, ,279,24314, , , , , , , , , , , , , , , , , , , , , 
4,280, ,13967, , , , , , , , , , , , , , , , , , , , , 
4,280, ,13968, , , , , , , , , , , , , , , , , , , , , 
4,280, ,13975, , , , , , , , , , , , , , , , , , , , , 
4,280, ,13981, , , , , , , , , , , , , , , , , , , , , 
4,280, ,13985, , , , , , , , , , , , , , , , , , , , , 
4,280, ,13987, , , , , , , , , , , , , , , , , , , , , 
4,280, ,13989, , , , , , , , , , , , , , , , , , , , , 
4,280, ,13990,1,A,Yes, ,A, , , , , , , , , , , , ,Disagree, , ,"My professor in college was absolutely awful.  Thankfully, I had already taken calculus once before in high school, where my teacher was drastically better."
4,280, ,13991, , , , , , , , , , , , , , , , , , , , , 
4,280, ,13994, , , , , , , , , , , , , , , , , , , , , 
4,280, ,13998, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14001, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14003, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14004, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14005,15,B, ,No, , , , , ,I never intended to take Calculus II.,"To do well in Calculus II, I would need to spend more time and effort than I can afford.", ,I do not believe I understand the ideas of Calculus I well enough to take Calculus II.,I changed my major and now do not need to take Calculus II.,My experience in Calculus I made me decide not to take calculus II.,I have too many other courses I need to complete., , , , ,"I'm not a mathematical person and only took calculus because I needed a math course to complete my general requirements and because it was required for an economics degree. It was the most frustrating class I have ever taken - it took a lot of time to complete the homework and understand the concepts and generally it was hard to find people willing to help. My TA was very good and I was frequently at office hours; however, even with the help I barely managed a B-. The class was distorted with many students who had taken both Calc I and II prior and were seeking an ""easy A"" for medical school so there was never a curve. My grade was essentially dependent on three exams and a final, all of which were difficult. The class was offered in a lecture hall of around 50-75 students. I wish there was an option to take calculus with a smaller class - the combination of sometimes difficulty seeing the board and the professor's French accent could make taking notes difficult even though I sat in the third row. In order to complete the homework, I required a lot of assistance in understanding the concepts - because other students deemed the class ""easy"" and were unwilling to explain concepts, completing my homework often took around 4+ hours plus a skype session with my boyfriend (who studies biochemical engineering at the Colorado School of Mines) in order to understand the concepts, as no one else was willing to help outside of the TA's office hours."
4,280, ,14006, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14007, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14008, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14009, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14013, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14016, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14019, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14020, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14022, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14023, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14026, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14027, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14028, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14031, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14032,12,A,Yes, ,A, , , , , , , , , , , , , , ,Strongly Agree,"I generally enjoy math, so I will continue my math education to most likely minor in the subject."
4,280, ,14034, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14035, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14037, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14041, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14045, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14049, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14050, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14053, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14060, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14061, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14062, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14063, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14064, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14066, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14070, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14071, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14072, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14073, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14076, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14078, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14079, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14083, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14086, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14087, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14090, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14092, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14093, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14095, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14096, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14098, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14100, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14104, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14105, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14107, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14108,15,A, ,No, , , , , ,I never intended to take Calculus II.,"To do well in Calculus II, I would need to spend more time and effort than I can afford.", , , , , , , , , ,"The teaching/testing for my Calc I class was ok, my teacher didn't necessarily explain everything in the best way. I definitely learned the material but only through going to some extra tutoring sessions. I had taken Calc before so most of the material was just not brand new. I have stopped taking Calculus because I have no requirements to take further math classes and I just personally dislike math as a general subject."
4,280, ,14110, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14111, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14112, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14116, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14117, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14118, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14121, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14126, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14128, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14131, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14132, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14135, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14136, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14137, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14139, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14140, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14141, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14142, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14143, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14146, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14148, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14154, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14155, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14156,1,B,Yes, , , ,C, , , , , , , , , , , ,Strongly Disagree, ,i took calc II as a pre-med/career goal requirement. calc II was much harder and much less interesting. i wouldnt have taken either class if i didnt have to
4,280, ,14164, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14165, , , , , , , , , , , , , , , , , , , , , 
4,280, ,14169, , , , , , , , , , , , , , , , , , , , , 
4,280, ,23169, , , , , , , , , , , , , , , , , , , , , 
4,280, ,23170, , , , , , , , , , , , , , , , , , , , , 
4,280, ,23171, , , , , , , , , , , , , , , , , , , , , 
4,280, ,23172, , , , , , , , , , , , , , , , , , , , , 
4,280, ,23173, , , , , , , , , , , , , , , , , , , , , 
4,280, ,23174, , , , , , , , , , , , , , , , , , , , , 
4,280, ,23175, , , , , , , , , , , , , , , , , , , , , 
4,280, ,23176, , , , , , , , , , , , , , , , , , , , , 
4,280, ,23177, , , , , , , , , , , , , , , , , , , , , 
4,280, ,23178, , , , , , , , , , , , , , , , , , , , , 
4,280, ,23179, , , , , , , , , , , , , , , , , , , , , 
4,280, ,23180, , , , , , , , , , , , , , , , , , , , , 
4,280, ,23181, , , , , , , , , , , , , , , , , , , , , 
4,280, ,23182, , , , , , , , , , , , , , , , , , , , , 
4,280, ,23183, , , , , , , , , , , , , , , , , , , , , 
4,280, ,23184, , , , , , , , , , , , , , , , , , , , , 
4,283,283,10148, , , , , , , , , , , , , , , , , , , , , 
4,283,283,10159, , , , , , , , , , , , , , , , , , , , , 
4,283, ,14043,1,A,Yes, , ,B, , , , , , , , , , , ,Disagree, , ,The only reason I continued Calculus is because it is a requirement for my major and profession. I am actually very happy that I no longer have to continue with mathematics. I don't this is specifically due to my experience with my Calc 1 professor. I did have to attend tutoring at least twice a week in order to have questions and methods explained to me so that I could even complete my homework. What is memorable from the course is lots of confusing lectures because I began the course with a very weak math background so the way of thinking per say and the use of mathematical terminology was very challenging and frustrating. I also vividly remember my reliance upon tutoring and discussion classes.
4,283, ,14058,1,A,Yes, ,A, , , , , , , , , , , , , , ,Strongly Agree,"The teaching experience was great. I really enjoyed my professor's classes. She explained concepts well and very orderly. The assessments were all fair. She also cleared up many questions on homework during discussion. I found it very helpful to have the professor as the discussion leader. What motivated me to continue to take Calculus II was the pre-med requirement and also because I enjoy doing math. What is most memorable is my eureka moment, when I finally understood what calculus was all about, rather than simply memorizing formulas and theorems."
4,283, ,14065, , , , , , , , , , , , , , , , , , , , , 
4,283, ,14075, , , , , , , , , , , , , , , , , , , , , 
4,283, ,14081, , , , , , , , , , , , , , , , , , , , , 
4,283, ,14102, , , , , , , , , , , , , , , , , , , , , 
4,283, ,14119, , , , , , , , , , , , , , , , , , , , , 
4,283, ,14166, , , , , , , , , , , , , , , , , , , , , 
4,283, ,23185, , , , , , , , , , , , , , , , , , , , , 
4, ,283,24315, , , , , , , , , , , , , , , , , , , , , 
4, ,283,24316, , , , , , , , , , , , , , , , , , , , , 
4, ,283,24317, , , , , , , , , , , , , , , , , , , , , 
4,285,285,10142, , , , , , , , , , , , , , , , , , , , , 
4,285,285,10147, , , , , , , , , , , , , , , , , , , , , 
4,285,285,10151,4,B,Yes, , ,B, , , , , , , , , , , , ,Strongly Disagree, ,"The teacher was terrible at teaching. Math should not and cannot (for that matter) be taught by powerpoint slide reading and word intensive paragraphs of proofs and theories. Math should be taught through written example and problem solving, both of which my teacher failed to do.     Imagine trying to learn math from reading Plato or Aristotle. This intense verbage of Plato and Aristotle was on par with the verbage of my teacher's powerpoint slides. You can't learn math by reading. It's just that simple."
4,285,285,10161,10,B,Yes, , ,B, , , , , , , , , , , ,Disagree, , ,The teaching in this particular Calculus I course was a very weak point. I had taken Calculus AP in high school and the explanations in that course were a lot more clear than this professor's. The assessments in this course were also very difficult and took a while to get used to the format because the problems often contained tricky wording.
4,285,285,10164, , , , , , , , , , , , , , , , , , , , , 
4,285, ,13966,4,B, ,No, , , , , , ,"To do well in Calculus II, I would need to spend more time and effort than I can afford.", , , , ,I have too many other courses I need to complete.,Agree, , , ,"Math has long been a weakness. As a grad student in the sciences, it was critical to understand calculus but it was incredibly difficult.    I have failed Calc I under a different instructor, and not from lack of trying. This instructor made all the difference. I cannot emphasize that enough.    Lectures were delivered in a straight-forward manner. No cute gimmicks or clip-art were used. No power point presentations and very few handouts, so the material on the black board could go ""off script"" controlled and paced out as questions came up. The lessons were on a chalkboard. New concepts were given a to-the-point introduction explaining what we're looking at today (what this concept does, how it is different from what we were doing, what we can find out now). This helped to ""motivate"" the lesson and take it out of the abstract, as well as connecting it to our current body of knowledge. We would then go through example problems that best explained the concepts. Clear hand writing, very little shorthand, very select short-cuts when calculating.    The instructor did a good job of monitoring the progress of the class as a whole and was able to appropriately adjust lesson plans to address issues with concepts. Still we were able to complete the intended lesson plan set out from the beginning of the semester. The tests were fair in terms of the material covered vs how recent the topic was so that very new or not-fully-discussed concepts were saved for the following exam.    Above everything, the instructor always, always, always went out of his way to make himself available for questions on the material, was patient when explaining it, and would work with you until you got it. I would see the instructor 1-3 times a week, and see tutors through the university 2-4 times a week.    This was still a struggle, but in the end, I strongly felt grades reflected my grasp of the subject and not circumstances of how the class was structured. Oddly, that has not always been the case with many classes in math.     One day of lecture was used as a review for material on upcoming exams. These gave a pointed summary of take-home points from *LECTURE* more-so than the book. Books tend to have summary's at the end of each chapter/section, but don't do the same job as an instructor explaining key points tailored to the class.    This was a model instructor, and I felt very fortunate to have taken this course."
4,285, ,13976, , , , , , , , , , , , , , , , , , , , , 
4,285, ,13978, , , , , , , , , , , , , , , , , , , , , 
4,285, ,13995, , , , , , , , , , , , , , , , , , , , , 
4,285, ,13999, , , , , , , , , , , , , , , , , , , , , 
4,285, ,14012,15,A, ,No, , , , , , , , ,I do not believe I understand the ideas of Calculus I well enough to take Calculus II., , , , , , ,Strongly Agree,"The teaching methods used in the Calculus I course that I completed were not very effective. Not only did I not retain very much of the information after the course concluded, but it was far from engaging (many of my former classmates have told me they feel the same way). I do intend to be a math major, but have not yet taken Calculus II due to an accident that I had a year ago."
4,285, ,14014, , , , , , , , , , , , , , , , , , , , , 
4,285, ,14015, , , , , , , , , , , , , , , , , , , , , 
4,285, ,14036, , , , , , , , , , , , , , , , , , , , , 
4,285, ,14039, , , , , , , , , , , , , , , , , , , , , 
4,285, ,14046, , , , , , , , , , , , , , , , , , , , , 
4,285, ,14056, , , , , , , , , , , , , , , , , , , , , 
4,285, ,14059, , , , , , , , , , , , , , , , , , , , , 
4,285, ,14069, , , , , , , , , , , , , , , , , , , , , 
4,285, ,14089, , , , , , , , , , , , , , , , , , , , , 
4,285, ,14106, , , , , , , , , , , , , , , , , , , , , 
4,285, ,14114, , , , , , , , , , , , , , , , , , , , , 
4,285, ,14115, , , , , , , , , , , , , , , , , , , , , 
4,285, ,14138, , , , , , , , , , , , , , , , , , , , , 
4,285, ,14144, , , , , , , , , , , , , , , , , , , , , 
4, ,285,21088, , , , , , , , , , , , , , , , , , , , , 
4, ,285,21091, , , , , , , , , , , , , , , , , , , , , 
4, ,285,21095, , , , , , , , , , , , , , , , , , , , , 
