"Q26","Q5Post","Student_ID","Q3Post","Q48","Intstr_Gender","Institution_ID","Calc_Grade","Instr_Age","Instr_Prep_Calc","Stud_Work","Stud_Extra","Instr_Withdraw","Instr_Fail","Instr_Pass","Q18Post_AskedQs","Q18Post_Listened","Q18Post_Applications","Q18Post_Time","Q18Post_ProblemSolver","Q18Post_Explanations","Q18Post_Appointments","Q18Post_Discouraged"
2,1,16059,1,2,0,16,NA,45,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,1,16057,1,3,0,16,NA,45,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,1,16060,1,2,0,16,NA,45,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,1,16055,1,3,0,16,NA,45,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
2,2,11133,2,2,0,16,4,45,8,8,3,5,15,80,6,6,6,6,6,6,6,7
4,1,16061,1,3,0,16,NA,45,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
2,1,16054,1,2,0,16,NA,45,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,1,16062,1,3,0,16,NA,45,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,1,16058,1,3,0,16,NA,45,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
2,3,11132,3,2,0,16,NA,45,3,0,3,5,15,80,2,6,6,6,6,6,6,7
4,1,16056,1,2,0,16,NA,45,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
1,4,21599,4,1,0,16,NA,45,3,3,0,5,15,80,4,2,2,2,6,2,2,3
1,1,23496,1,1,0,16,NA,45,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,1,16231,1,3,1,30,NA,34,NA,NA,NA,15,10,75,1,1,1,1,1,1,1,1
4,4,11159,4,2,1,30,NA,68,8,0,8,10,10,80,6,6,6,6,6,6,6,7
2,1,16234,1,2,1,30,NA,68,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,1,16233,1,2,1,30,NA,68,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
3,1,16232,1,2,1,30,NA,68,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
2,1,16235,1,2,1,30,NA,68,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
3,1,16229,1,2,1,30,NA,34,NA,NA,NA,15,10,75,1,1,1,1,1,1,1,1
4,4,11161,4,3,1,30,NA,68,8,0,3,10,10,80,6,6,6,6,6,6,6,7
4,1,16227,1,3,1,30,NA,68,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,1,16228,1,3,1,30,NA,68,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,1,16236,1,3,1,30,NA,68,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,1,16230,1,3,1,30,NA,34,NA,NA,NA,15,10,75,1,1,1,1,1,1,1,1
4,2,11160,3,2,1,30,NA,68,8,3,3,10,10,80,2,2,2,2,2,2,2,2
1,1,23514,1,1,1,30,NA,68,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
3,1,20389,1,2,1,40,NA,59,NA,NA,NA,5,20,75,1,1,1,1,1,1,1,1
2,1,20391,1,2,1,40,NA,NA,NA,NA,NA,10,15,75,1,1,1,1,1,1,1,1
1,1,20388,1,3,1,40,NA,59,NA,NA,NA,5,20,75,1,1,1,1,1,1,1,1
4,1,20385,1,2,1,40,NA,59,NA,NA,NA,5,20,75,1,1,1,1,1,1,1,1
2,1,20387,1,2,1,40,NA,59,NA,NA,NA,5,20,75,1,1,1,1,1,1,1,1
4,1,20380,1,2,1,40,NA,59,NA,NA,NA,5,20,75,1,1,1,1,1,1,1,1
3,1,20390,1,2,1,40,NA,NA,NA,NA,NA,10,15,75,1,1,1,1,1,1,1,1
2,1,20392,1,2,1,40,NA,NA,NA,NA,NA,10,15,75,1,1,1,1,1,1,1,1
3,1,20378,1,2,1,40,NA,59,NA,NA,NA,5,20,75,1,1,1,1,1,1,1,1
4,1,20379,1,3,1,40,NA,NA,NA,NA,NA,10,15,75,1,1,1,1,1,1,1,1
4,1,20384,1,3,1,40,NA,NA,NA,NA,NA,10,15,75,1,1,1,1,1,1,1,1
2,1,20386,1,2,1,40,NA,NA,NA,NA,NA,10,15,75,1,1,1,1,1,1,1,1
4,1,20382,1,2,1,40,NA,NA,NA,NA,NA,10,15,75,1,1,1,1,1,1,1,1
4,1,20377,1,2,1,40,NA,59,NA,NA,NA,5,20,75,1,1,1,1,1,1,1,1
4,1,20381,1,3,1,40,NA,NA,NA,NA,NA,10,15,75,1,1,1,1,1,1,1,1
4,1,20376,1,3,1,40,NA,NA,NA,NA,NA,10,15,75,1,1,1,1,1,1,1,1
1,1,24182,1,1,1,40,NA,59,NA,NA,NA,5,20,75,1,1,1,1,1,1,1,1
3,1,15980,1,2,1,21,NA,64,NA,NA,NA,15,20,65,1,1,1,1,1,1,1,1
4,1,15982,1,3,1,21,NA,64,NA,NA,NA,15,20,65,1,1,1,1,1,1,1,1
4,1,15981,1,3,1,21,NA,64,NA,NA,NA,15,20,65,1,1,1,1,1,1,1,1
1,4,21587,4,1,1,21,1.67,56,8,8,3,10,20,70,6,2,6,6,2,6,6,7
3,3,10398,3,3,1,34,4,29,8,35,0,15,15,70,6,6,6,6,6,6,6,7
4,4,10404,4,3,1,34,3,37,8,8,3,25,25,50,2,2,2,2,2,4,6,7
4,1,14668,1,2,1,34,NA,29,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
3,1,14666,1,2,1,34,NA,29,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,1,14681,1,2,1,34,NA,41,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
2,3,10401,3,2,1,34,3.33,41,3,18,0,15,15,70,2,6,6,2,4,2,5,7
2,1,14679,1,2,1,34,NA,29,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,4,10397,3,2,1,34,2,51,8,0,0,20,20,60,2,2,2,2,2,2,2,7
4,1,14680,1,3,1,34,NA,29,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
3,3,10403,3,2,1,34,NA,37,8,13,3,25,25,50,2,4,6,4,4,4,6,5
4,1,14675,1,3,1,34,NA,41,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,4,10399,4,2,1,34,NA,29,3,0,3,15,15,70,2,6,6,6,2,2,6,3
4,1,14672,1,2,1,34,NA,29,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
3,1,14671,1,2,1,34,NA,29,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,1,14674,1,3,1,34,NA,41,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,1,14682,1,2,1,34,NA,41,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
2,1,14669,1,3,1,34,NA,41,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,4,10406,3,2,1,34,2,29,8,0,3,15,15,70,5,2,2,2,3,5,5,4
2,1,10400,4,3,1,34,4,29,3,0,8,15,15,70,2,2,2,2,2,2,2,3
4,1,14677,1,3,1,34,NA,37,NA,NA,NA,25,25,50,1,1,1,1,1,1,1,1
3,3,10402,3,2,1,34,3.33,41,13,0,3,15,15,70,2,5,5,4,4,4,2,3
4,1,14667,1,3,1,34,NA,29,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
2,1,14670,1,2,1,34,NA,37,NA,NA,NA,25,25,50,1,1,1,1,1,1,1,1
2,1,14673,1,2,1,34,NA,29,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
2,1,14665,1,2,1,34,NA,51,NA,NA,NA,20,20,60,1,1,1,1,1,1,1,1
4,4,10405,4,2,1,34,3,29,3,13,8,15,15,70,6,6,6,6,6,6,6,7
3,1,14664,1,2,1,34,NA,29,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,1,14676,1,3,1,34,NA,41,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
4,1,14678,1,3,1,34,NA,29,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
1,4,21188,4,1,1,34,2,41,3,0,3,15,15,70,2,6,2,4,2,2,6,3
1,3,21189,4,1,1,34,NA,51,3,0,3,20,20,60,2,2,2,2,2,2,6,7
1,3,21190,3,1,1,34,NA,41,3,0,3,15,15,70,2,6,6,5,2,2,6,3
1,4,21191,3,1,1,34,NA,37,3,0,25.5,25,25,50,2,4,2,5,5,4,2,2
1,1,23247,1,1,1,34,NA,29,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
1,1,23248,1,1,1,34,NA,51,NA,NA,NA,20,20,60,1,1,1,1,1,1,1,1
1,1,23249,1,1,1,34,NA,51,NA,NA,NA,20,20,60,1,1,1,1,1,1,1,1
1,1,23250,1,1,1,34,NA,51,NA,NA,NA,20,20,60,1,1,1,1,1,1,1,1
1,1,23251,1,1,1,34,NA,37,NA,NA,NA,25,25,50,1,1,1,1,1,1,1,1
4,1,23252,1,1,1,34,NA,37,NA,NA,NA,25,25,50,1,1,1,1,1,1,1,1
1,1,23253,1,1,1,34,NA,41,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
1,1,23254,1,1,1,34,NA,41,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
1,1,23255,1,1,1,34,NA,41,NA,NA,NA,15,15,70,1,1,1,1,1,1,1,1
1,1,24366,4,1,1,34,NA,41,NA,NA,NA,15,15,70,2,2,2,2,4,2,2,5
2,2,12740,2,3,1,18,NA,28,8,0,0,10,30,60,2,6,2,2,6,6,6,7
3,3,12741,3,2,1,18,NA,28,3,35,3,10,30,60,4,6,4,5,5,5,6,7
4,1,19136,1,2,1,18,NA,28,NA,NA,NA,10,30,60,1,1,1,1,1,1,1,1
4,1,19137,1,2,1,18,NA,28,NA,NA,NA,10,30,60,1,1,1,1,1,1,1,1
4,4,12742,4,3,1,18,NA,28,3,8,0,10,30,60,2,2,2,2,2,6,2,3
4,1,19138,1,2,1,18,NA,28,NA,NA,NA,10,30,60,1,1,1,1,1,1,1,1
4,1,19139,1,3,1,18,NA,28,NA,NA,NA,10,30,60,1,1,1,1,1,1,1,1
1,1,19140,1,1,1,18,NA,28,NA,NA,NA,10,30,60,1,1,1,1,1,1,1,1
2,2,12743,4,3,1,18,NA,28,3,0,0,10,30,60,3,3,6,5,4,6,2,7
4,4,12744,4,3,1,18,NA,28,3,0,0,10,30,60,2,2,2,2,4,2,2,5
4,1,19141,1,2,1,18,NA,28,NA,NA,NA,10,30,60,1,1,1,1,1,1,1,1
4,4,12745,4,3,1,18,NA,28,3,0,0,10,30,60,7,3,5,3,3,4,5,5
3,1,12746,2,2,1,18,NA,28,3,0,3,10,30,60,4,4,4,4,4,4,4,5
1,3,22588,3,1,1,18,NA,28,3,8,0,10,30,60,2,2,2,2,2,2,2,3
1,1,23968,1,1,1,18,NA,28,NA,NA,NA,10,30,60,1,1,1,1,1,1,1,1
1,1,24918,2,1,1,18,NA,28,NA,NA,NA,10,30,60,1,1,1,1,1,1,1,1
1,3,24919,2,1,1,18,NA,28,NA,NA,NA,10,30,60,1,1,1,1,1,1,1,1
1,1,24920,4,1,1,18,NA,28,NA,NA,NA,10,30,60,5,2,4,4,7,2,6,7
4,1,20228,1,2,1,40,NA,60,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
4,1,20229,1,2,1,40,NA,60,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
4,1,20227,1,3,1,40,NA,60,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
1,4,22849,4,1,1,40,NA,60,13,0,0,NA,NA,NA,5,6,2,5,4,2,4,7
1,3,22850,3,1,1,40,NA,60,18,8,0,NA,NA,NA,2,2,2,2,5,4,5,6
1,4,25058,4,1,1,40,NA,60,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
2,3,10649,3,2,0,14,NA,NA,8,0,0,24,9,67,6,6,6,4,4,4,6,3
2,4,10635,3,3,0,14,NA,NA,13,0,3,24,9,67,6,6,6,6,6,6,6,3
1,3,10646,3,1,0,14,NA,NA,13,3,0,24,9,67,2,2,2,5,4,2,2,2
2,2,10652,3,2,0,14,NA,NA,18,0,3,24,9,67,4,4,2,5,4,4,2,5
4,1,15199,1,3,0,14,NA,NA,NA,NA,NA,24,9,67,1,1,1,1,1,1,1,1
2,4,10644,3,2,0,14,NA,NA,3,8,18,24,9,67,5,5,6,4,5,5,2,4
2,2,10651,4,2,0,14,NA,NA,13,3,8,24,9,67,6,6,6,5,2,2,6,4
4,4,10638,3,3,0,14,NA,NA,13,0,3,24,9,67,2,2,5,5,5,5,6,4
3,4,10647,3,2,0,14,NA,NA,8,0,3,24,9,67,2,2,6,2,4,2,6,5
3,3,10645,3,1,0,14,NA,NA,8,3,3,24,9,67,2,2,2,2,2,2,2,2
4,1,10642,4,3,0,14,NA,NA,8,8,18,24,9,67,2,2,2,4,2,2,2,2
2,4,10636,4,3,0,14,NA,NA,8,0,3,24,9,67,4,3,2,3,4,3,2,2
3,3,10640,3,2,0,14,NA,NA,13,3,35,24,9,67,6,2,2,4,4,4,6,7
3,3,10648,3,2,0,14,NA,NA,8,0,3,24,9,67,6,2,4,4,6,6,6,3
3,3,10639,3,3,0,14,NA,NA,8,0,35,24,9,67,2,4,2,5,4,4,6,4
4,4,10650,4,3,0,14,NA,NA,13,0,0,24,9,67,2,2,2,2,2,2,2,7
4,4,10643,4,2,0,14,NA,NA,8,3,3,24,9,67,2,2,2,2,2,2,2,3
3,2,10641,3,2,0,14,NA,NA,8,0,0,24,9,67,4,2,2,5,4,5,6,5
3,3,10637,3,2,0,14,NA,NA,18,0,8,24,9,67,2,6,2,4,2,2,6,7
4,2,10653,3,2,0,14,NA,NA,18,0,13,24,9,67,6,6,6,4,4,2,6,7
1,2,21360,3,1,0,14,NA,NA,8,3,3,24,9,67,4,4,2,5,5,3,2,7
1,1,23337,1,1,0,14,NA,NA,NA,NA,NA,24,9,67,1,1,1,1,1,1,1,1
1,1,23338,1,1,0,14,NA,NA,NA,NA,NA,24,9,67,1,1,1,1,1,1,1,1
4,1,15752,1,3,1,5,NA,62,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
4,1,15722,1,2,1,5,NA,33,NA,NA,NA,15,20,65,1,1,1,1,1,1,1,1
4,1,15753,1,3,1,5,NA,33,NA,NA,NA,15,20,65,1,1,1,1,1,1,1,1
4,1,15719,1,3,1,5,NA,33,NA,NA,NA,15,20,65,1,1,1,1,1,1,1,1
4,1,15720,1,3,1,5,NA,32,NA,NA,NA,25,25,50,1,1,1,1,1,1,1,1
4,4,10967,4,3,0,5,NA,34,NA,35,13,12,13,75,2,2,2,6,2,2,6,7
4,1,15723,1,3,1,5,NA,33,NA,NA,NA,15,20,65,1,1,1,1,1,1,1,1
4,1,15735,1,3,0,5,NA,34,NA,NA,NA,12,13,75,1,1,1,1,1,1,1,1
4,1,15721,1,3,0,5,NA,34,NA,NA,NA,12,13,75,1,1,1,1,1,1,1,1
4,1,15718,1,3,1,5,NA,68,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,1,15736,1,3,1,5,NA,33,NA,NA,NA,15,20,65,1,1,1,1,1,1,1,1
4,4,10965,4,2,1,5,4,68,3,35,0,10,10,80,6,6,6,6,6,6,6,7
4,1,15737,1,3,1,5,NA,33,NA,NA,NA,15,20,65,1,1,1,1,1,1,1,1
4,1,15746,1,2,1,5,NA,33,NA,NA,NA,15,20,65,1,1,1,1,1,1,1,1
2,4,10966,4,3,1,5,1,62,8,13,0,10,20,70,4,2,4,3,5,4,2,4
4,4,10972,4,2,1,5,3,62,8,8,3,10,20,70,4,4,2,2,2,2,2,7
2,3,10981,3,2,1,5,NA,62,8,25.5,3,10,20,70,4,5,2,5,2,4,4,3
2,4,10970,4,3,1,5,0,68,3,0,3,10,10,80,2,2,4,5,6,4,2,3
4,4,10974,4,3,1,5,3,68,8,0,0,10,10,80,6,6,6,6,6,6,6,7
4,4,10982,4,3,1,5,NA,68,3,18,3,10,10,80,2,2,4,2,2,2,2,2
4,1,15732,1,3,0,5,NA,34,NA,NA,NA,12,13,75,1,1,1,1,1,1,1,1
4,1,15747,1,3,1,5,NA,62,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
4,4,10975,4,2,1,5,3,62,35,25.5,0,10,20,70,6,2,6,6,6,2,6,7
4,1,15717,1,3,1,5,NA,68,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,4,10977,4,3,1,5,3,68,13,3,0,10,10,80,5,2,4,4,5,2,6,7
4,1,15728,1,3,1,5,NA,32,NA,NA,NA,25,25,50,1,1,1,1,1,1,1,1
4,1,10968,4,3,1,5,4,68,8,25.5,3,10,10,80,2,2,6,5,2,2,6,7
4,1,15715,1,3,1,5,NA,68,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,1,15741,1,3,1,5,NA,68,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
2,4,10973,4,2,1,5,NA,68,3,13,0,10,10,80,4,4,2,5,5,3,4,2
4,4,10980,4,3,1,5,4,68,3,35,0,10,10,80,2,2,6,2,4,2,6,3
4,1,15738,1,3,1,5,NA,33,NA,NA,NA,15,20,65,1,1,1,1,1,1,1,1
4,1,15734,1,3,1,5,NA,32,NA,NA,NA,25,25,50,1,1,1,1,1,1,1,1
4,1,15743,1,3,1,5,NA,32,NA,NA,NA,25,25,50,1,1,1,1,1,1,1,1
2,1,15739,1,3,1,5,NA,32,NA,NA,NA,25,25,50,1,1,1,1,1,1,1,1
4,4,10983,4,3,1,5,2,68,3,25.5,3,10,10,80,2,2,6,2,2,6,6,7
4,1,15724,1,3,1,5,NA,68,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,1,15716,1,3,1,5,NA,62,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
4,1,15745,1,3,1,5,NA,68,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,1,15731,1,2,1,5,NA,32,NA,NA,NA,25,25,50,1,1,1,1,1,1,1,1
4,1,15733,1,2,1,5,NA,62,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
4,4,10969,4,3,1,5,2,68,3,35,0,10,10,80,7,5,5,7,7,7,5,2
4,4,10976,4,3,1,5,2,68,35,35,35,10,10,80,6,6,6,6,6,6,6,7
4,1,15749,1,3,1,5,NA,62,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
4,4,10978,4,2,1,5,3,62,3,25.5,0,10,20,70,2,4,2,5,4,4,4,3
4,1,15740,1,3,1,5,NA,62,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
4,1,15727,1,2,1,5,NA,62,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
4,1,15751,1,3,1,5,NA,62,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
2,1,15744,1,3,1,5,NA,32,NA,NA,NA,25,25,50,1,1,1,1,1,1,1,1
3,1,15729,1,2,1,5,NA,32,NA,NA,NA,25,25,50,1,1,1,1,1,1,1,1
4,1,15748,1,2,1,5,NA,68,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,4,10979,3,3,1,5,4,68,3,3,13,10,10,80,3,4,4,5,3,3,2,3
4,1,15725,1,2,1,5,NA,68,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
2,1,15742,1,2,1,5,NA,32,NA,NA,NA,25,25,50,1,1,1,1,1,1,1,1
4,4,10971,4,3,1,5,2,68,13,13,8,10,10,80,2,2,2,2,2,2,2,2
4,1,15730,1,3,1,5,NA,32,NA,NA,NA,25,25,50,1,1,1,1,1,1,1,1
4,1,15750,1,3,1,5,NA,68,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
4,1,15726,1,2,1,5,NA,32,NA,NA,NA,25,25,50,1,1,1,1,1,1,1,1
1,4,21503,4,1,1,5,4,68,3,25.5,3,10,10,80,4,4,2,2,3,7,4,3
1,4,21504,4,1,0,5,4,34,8,35,0,12,13,75,4,2,2,2,6,6,6,7
1,4,21505,4,1,0,5,4,34,13,18,8,12,13,75,6,6,6,6,6,6,6,3
1,3,21506,3,1,0,5,NA,34,18,35,0,12,13,75,2,2,2,2,2,2,6,7
1,1,21507,4,1,0,5,4,34,8,25.5,3,12,13,75,6,6,6,6,6,6,6,7
1,4,21508,2,1,1,5,0,68,3,3,0,10,10,80,5,6,2,4,5,2,4,7
1,3,21509,4,1,1,5,1,68,3,0,0,10,10,80,4,6,2,4,2,4,4,4
1,4,21510,4,1,0,5,4,34,3,13,0,12,13,75,2,4,4,4,2,2,6,3
1,1,21511,4,1,1,5,2,68,3,0,0,10,10,80,4,2,4,4,4,4,6,5
1,1,21512,4,1,0,5,NA,34,3,18,13,12,13,75,2,2,2,2,6,2,6,7
1,4,21513,4,1,0,5,NA,34,3,35,0,12,13,75,2,2,2,2,2,6,2,7
1,1,23428,1,1,1,5,NA,68,NA,NA,NA,10,10,80,1,1,1,1,1,1,1,1
1,1,23429,1,1,1,5,NA,62,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
4,1,23430,1,1,1,5,NA,62,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
1,1,23431,1,1,1,5,NA,62,NA,NA,NA,10,20,70,1,1,1,1,1,1,1,1
1,1,23432,1,1,1,5,NA,32,NA,NA,NA,25,25,50,1,1,1,1,1,1,1,1
1,1,23433,1,1,1,5,NA,32,NA,NA,NA,25,25,50,1,1,1,1,1,1,1,1
1,1,23434,1,1,0,5,NA,34,NA,NA,NA,12,13,75,1,1,1,1,1,1,1,1
4,1,23435,1,1,1,5,NA,33,NA,NA,NA,15,20,65,1,1,1,1,1,1,1,1
4,4,10526,4,2,1,20,NA,33,8,35,0,5,15,80,2,6,6,2,2,2,6,7
4,1,15087,1,2,1,20,NA,40,NA,NA,NA,13,13,74,1,1,1,1,1,1,1,1
4,4,10527,4,2,0,20,NA,40,8,3,0,5,15,80,6,2,2,4,4,6,6,7
4,1,15088,1,3,1,20,NA,40,NA,NA,NA,10,25,65,1,1,1,1,1,1,1,1
3,1,15089,1,2,1,20,NA,NA,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,1,15090,1,3,0,20,NA,40,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,4,10528,4,3,0,20,NA,40,3,0,3,5,15,80,2,6,6,2,2,6,2,7
4,4,10529,4,2,1,20,NA,40,8,0,0,10,25,65,6,6,5,5,4,4,2,7
4,4,10530,4,2,0,20,NA,40,3,25.5,3,5,15,80,6,6,6,6,6,6,6,7
3,1,15091,1,3,0,20,NA,40,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
3,1,15092,1,2,1,20,NA,33,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,4,10531,4,2,1,20,NA,40,13,3,0,10,25,65,2,2,2,2,4,2,2,6
4,4,10532,4,3,0,20,NA,40,3,13,8,5,15,80,2,2,2,2,4,2,2,3
1,1,15093,1,1,1,20,NA,33,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,4,10533,4,3,0,20,NA,40,3,13,3,5,15,80,2,2,2,2,2,6,2,7
4,1,15094,1,2,1,20,NA,33,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
2,3,10534,2,2,0,20,NA,40,3,13,0,5,15,80,2,2,2,2,2,2,2,7
2,1,15095,1,2,1,20,NA,40,NA,NA,NA,13,13,74,1,1,1,1,1,1,1,1
4,4,10535,4,3,0,20,NA,40,3,13,0,5,15,80,6,2,6,6,2,2,2,7
4,4,10536,4,3,0,20,NA,40,3,18,13,5,15,80,2,6,4,2,6,6,6,7
3,3,10537,3,2,1,20,NA,33,18,13,8,5,15,80,2,2,2,2,2,2,2,4
3,3,10538,3,2,0,20,NA,40,8,3,8,5,15,80,2,6,2,2,6,6,6,7
4,1,15096,1,3,0,20,NA,40,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
3,3,10539,3,2,0,20,NA,40,3,13,0,5,15,80,2,2,2,2,2,2,6,7
4,1,15097,1,3,1,20,NA,33,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,4,10540,4,2,1,20,NA,40,8,13,8,13,13,74,3,3,4,7,4,4,2,2
4,1,15098,1,3,1,20,NA,NA,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
3,3,10541,3,3,0,20,NA,40,3,13,13,5,15,80,6,6,2,6,6,6,6,7
3,1,15099,1,2,1,20,NA,33,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
3,1,15100,1,2,1,20,NA,33,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,4,10542,4,2,0,20,NA,40,8,3,0,5,15,80,6,6,6,6,6,6,6,6
4,1,15101,1,2,1,20,NA,40,NA,NA,NA,10,25,65,1,1,1,1,1,1,1,1
4,4,10543,4,2,1,20,NA,40,8,0,8,13,13,74,4,5,2,3,3,4,2,6
3,2,10544,2,3,0,20,NA,40,3,8,3,5,15,80,6,6,1,6,6,6,6,7
4,4,10545,4,3,0,20,NA,40,8,13,0,5,15,80,2,2,2,2,2,2,2,7
4,1,15102,1,3,1,20,NA,40,NA,NA,NA,10,25,65,1,1,1,1,1,1,1,1
4,1,15103,1,3,1,20,NA,33,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,4,10546,4,3,0,20,NA,40,3,0,0,5,15,80,2,2,2,2,4,2,2,5
3,3,10547,3,3,1,20,NA,40,8,25.5,3,13,13,74,2,2,6,2,2,2,2,7
3,3,10548,3,2,0,20,NA,40,3,0,13,5,15,80,6,6,6,6,6,6,6,7
4,1,15104,1,2,1,20,NA,33,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,1,15105,1,2,1,20,NA,33,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,4,10549,4,2,1,20,NA,33,3,3,3,5,15,80,2,2,2,2,4,2,6,3
4,1,15106,1,3,1,20,NA,NA,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
4,4,10550,4,3,1,20,NA,NA,13,0,8,5,10,85,2,2,2,2,2,2,2,3
4,1,15107,1,2,0,20,NA,40,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,4,10551,4,3,1,20,NA,NA,3,0,0,5,10,85,2,2,2,2,2,2,2,3
4,1,15108,1,3,1,20,NA,33,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
4,1,15109,1,3,1,20,NA,33,NA,NA,NA,5,15,80,1,1,1,1,1,1,1,1
3,3,10552,3,2,0,20,NA,40,3,18,0,5,15,80,6,4,6,2,2,2,2,3
4,4,10553,3,2,1,20,NA,40,3,3,3,13,13,74,4,5,4,5,5,5,4,5
3,3,10554,3,3,1,20,NA,40,3,3,3,13,13,74,5,5,4,4,3,3,2,3
4,1,15110,1,3,1,20,NA,NA,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
3,3,10555,3,2,0,20,NA,40,3,25.5,8,5,15,80,6,2,2,6,4,2,6,7
2,4,10556,3,3,1,20,NA,40,3,0,0,13,13,74,2,2,2,4,4,4,2,3
4,1,10557,4,2,1,20,NA,40,8,0,3,13,13,74,3,7,2,3,3,7,2,2
4,1,15111,1,2,1,20,NA,40,NA,NA,NA,10,25,65,1,1,1,1,1,1,1,1
2,4,10558,2,3,1,20,NA,40,3,0,8,13,13,74,4,5,2,5,5,5,2,4
4,1,15112,1,2,1,20,NA,40,NA,NA,NA,10,25,65,1,1,1,1,1,1,1,1
4,4,10559,4,2,1,20,NA,40,13,8,3,10,25,65,2,2,6,2,2,2,6,3
3,1,15113,1,2,1,20,NA,NA,NA,NA,NA,5,10,85,1,1,1,1,1,1,1,1
